COMPNOS,NatureCode,INCIDENT_TYPE_DESCRIPTION,MAIN_CRIMECODE,REPTDISTRICT,REPORTINGAREA,FROMDATE,WEAPONTYPE,Shooting,DOMESTIC,SHIFT,Year,Month,DAY_WEEK,UCRPART,X,Y,STREETNAME,XSTREETNAME,Location
130010586,IVPER ,SkipFare,SkipFare,D4,138,01/05/2013 11:50:00 PM,Unarmed,No,No,Last,2013,1,Saturday,Part Two,769600.5056761,2952569.66204727,BOYLSTON ST,,"(42.34923635, -71.08036955)"
130017578,LARCRT,SkipFare,SkipFare,D14,752,01/09/2013 10:30:00 AM,Unarmed,No,No,Day,2013,1,Wednesday,Part Two,746333.43081927,2952900.88513811,WASHINGTON ST,,"(42.35042712, -71.16643661)"
130023447,LARCRT,SkipFare,SkipFare,E18,525,01/12/2013 12:10:00 AM,Unarmed,No,No,Last,2013,1,Saturday,Part Two,757719.028783,2910946.403599,TRUMAN PY,NEPONSET VALLEY PY,"(42.23517137, -71.12499955)"
130032382,INVEST,SkipFare,SkipFare,C11,354,01/12/2013 04:00:00 PM,Unarmed,No,No,First,2013,1,Saturday,Part Two,775947.5815646,2934103.47949152,ADAMS ST,,"(42.29847635, -71.05724456)"
130025663,IVMV  ,SkipFare,SkipFare,D4,273,01/13/2013 02:18:00 AM,Unarmed,No,No,Last,2013,1,Sunday,Part Two,769413.597078,2948795.096897,NORTHAMPTON ST,TREMONT ST,"(42.33888135, -71.08112956)"
130026011,LARCIP,SkipFare,SkipFare,B3,409,01/13/2013 10:10:00 AM,Unarmed,No,No,Day,2013,1,Sunday,Part Two,770987.58590719,2925058.79482502,CEDAR ST,,"(42.27372636, -71.07574456)"
130027364,IVPER ,SkipFare,SkipFare,A1,117,01/14/2013 02:15:00 AM,Unarmed,No,No,Last,2013,1,Monday,Part Two,774149.67177461,2953434.3210791,LAGRANGE ST,,"(42.35154635, -71.06352456)"
130029682,ARREST,SkipFare,SkipFare,D4,143,01/15/2013 02:08:00 AM,Unarmed,No,No,Last,2013,1,Tuesday,Part Two,769770.48171411,2952636.09564143,BOYLSTON ST,,"(42.34941634, -71.07973955)"
130031340,IVPER ,SkipFare,SkipFare,A1,69,01/15/2013 07:24:00 PM,Unarmed,No,No,First,2013,1,Tuesday,Part Two,772365.74653668,2955551.70103069,CHARLES ST,,"(42.35738134, -71.07008456)"
130035498,LARCRT,SkipFare,SkipFare,B3,428,01/17/2013 04:15:00 PM,Unarmed,No,No,First,2013,1,Thursday,Part Two,767752.98148402,2927659.48384935,NORFOLK ST,,"(42.28090636, -71.08764956)"
130036251,LARCRT,SkipFare,SkipFare,D4,169,01/18/2013 02:20:00 AM,Unarmed,No,No,Last,2013,1,Friday,Part Two,771639.6374246,2946991.29000194,ALBANY ST,,"(42.33390135, -71.07292956)"
130040679,IVPER ,SkipFare,SkipFare,C11,387,01/20/2013 02:18:00 AM,Unarmed,No,No,Last,2013,1,Sunday,Part Two,774378.43083152,2924185.75293593,BEARSE AV,,"(42.27128371, -71.06323235)"
130042015,IVPER ,SkipFare,SkipFare,E5,680,01/20/2013 03:00:00 PM,Unarmed,No,No,Day,2013,1,Sunday,Part Two,755961.55526377,2929403.91408752,BIRCH ST,,"(42.28584136, -71.13119455)"
130042231,LARCRT,SkipFare,SkipFare,C6,216,01/20/2013 11:50:00 PM,Unarmed,No,No,Last,2013,1,Sunday,Part Two,776905.89329627,2946391.44408877,OLD COLONY AV,,"(42.33218135, -71.05346456)"
130050702,LARCIP,SkipFare,SkipFare,C6,177,01/25/2013 06:30:00 AM,Unarmed,No,No,Last,2013,1,Friday,Part Two,773244.95770476,2944483.01745944,MASSACHUSETTS AV,,"(42.32699635, -71.06703956)"
130054942,IVPER ,SkipFare,SkipFare,B2,329,01/27/2013 04:03:00 AM,Unarmed,No,No,Last,2013,1,Sunday,Part Two,770118.72215935,2938007.27253693,DEVON ST,,"(42.30926958, -71.0787186)"
130055015,IVPER ,SkipFare,SkipFare,B3,428,01/27/2013 07:12:00 AM,Unarmed,No,No,Last,2013,1,Sunday,Part Two,767272.15239319,2927761.02465677,WOOLSON ST,,"(42.28119136, -71.08942455)"
130068216,LARCIP,SkipFare,SkipFare,C11,395,02/02/2013 03:00:00 AM,Unarmed,No,No,Last,2013,2,Saturday,Part Two,773785.45113,2928099.410952,DORCHESTER AV,VAN WINKLE ST,"(42.28203136, -71.06534957)"
130073777,LARCIP,SkipFare,SkipFare,D4,284,02/04/2013 09:35:00 PM,Unarmed,No,No,First,2013,2,Monday,Part Two,769144.77364794,2949307.62099919,COLUMBUS AV,,"(42.34029135, -71.08211456)"
130134245,IVPER ,SkipFare,SkipFare,A15,38,02/12/2013 12:00:00 PM,Unarmed,No,No,Day,2013,2,Tuesday,Part Two,776727.05539935,2962487.3305321,3RD AV,,"(42.37635134, -71.05381457)"
130093274,LARCIP,SkipFare,SkipFare,B3,436,02/14/2013 05:43:00 AM,Unarmed,No,No,Last,2013,2,Thursday,Part Two,771005.232706,2930486.959524,NORFOLK ST,WENTWORTH ST,"(42.28862136, -71.07557956)"
130094039,IVPER ,SkipFare,SkipFare,D4,143,02/14/2013 01:02:00 PM,Unarmed,No,No,Day,2013,2,Thursday,Part Two,769682.07572294,2951649.88337502,HUNTINGTON AV,,"(42.34671135, -71.08008456)"
130095307,INVEST,SkipFare,SkipFare,A15,0,02/15/2013 12:15:00 AM,Unarmed,No,No,Last,2013,2,Friday,Part Two,774708.22643177,2960865.4715711,CITY SQ,,"(42.37192968, -71.06131685)"
130097608,LARCIP,SkipFare,SkipFare,B2,286,02/16/2013 12:38:00 AM,Unarmed,No,No,Last,2013,2,Saturday,Part Two,767829.541931,2947617.562992,MELNEA CASS BL,TREMONT ST,"(42.33567135, -71.08700955)"
130101176,LARCIP,SkipFare,SkipFare,C11,351,02/17/2013 11:00:00 PM,Unarmed,No,No,First,2013,2,Sunday,Part Two,774755.93204502,2931525.04304735,ST MARK ST,,"(42.29141787, -71.06169825)"
130113346,IVPER ,SkipFare,SkipFare,D14,797,02/24/2013 03:10:00 AM,Unarmed,No,No,Last,2013,2,Sunday,Part Two,759331.32378669,2953698.52757169,HARRY AGGANIS WAY,,"(42.35246635, -71.11833954)"
130122873,LARCRT,SkipFare,SkipFare,C11,351,02/28/2013 07:30:00 PM,Unarmed,No,No,First,2013,2,Thursday,Part Two,775465.3659936,2934753.3013546,ADAMS ST,,"(42.30026635, -71.05901456)"
130125987,LARCRT,SkipFare,SkipFare,D4,619,03/02/2013 02:10:00 AM,Unarmed,No,No,Last,2013,3,Saturday,Part Two,766957.05722285,2950255.44948411,HEMENWAY ST,,"(42.34292135, -71.09018955)"
130143327,DISTRB,SkipFare,SkipFare,C6,226,03/10/2013 08:35:00 PM,Unarmed,No,No,First,2013,3,Sunday,Part Two,781793.44978,2947357.772127,L ST,W 4TH ST,"(42.33476135, -71.03536958)"
130151298,LARCRT,SkipFare,SkipFare,E13,571,03/13/2013 10:30:00 PM,Unarmed,No,No,First,2013,3,Wednesday,Part Two,763205.80816368,2938139.19976652,WASHINGTON ST,,"(42.30972244, -71.10427304)"
130162938,LARCIP,SkipFare,SkipFare,E13,307,03/19/2013 07:27:00 PM,Unarmed,No,No,First,2013,3,Tuesday,Part Two,765786.97852627,2939901.98364252,WALNUT PARK,,"(42.31452635, -71.09469955)"
130173133,LARCIP,SkipFare,SkipFare,B3,472,03/24/2013 04:24:00 PM,Unarmed,No,No,First,2013,3,Sunday,Part Two,764735.34185002,2925418.47619226,ORLANDO ST,,"(42.27479636, -71.09883957)"
130175464,LARCIP,SkipFare,SkipFare,D14,760,03/25/2013 04:30:00 PM,Unarmed,No,No,First,2013,3,Monday,Part Two,747845.87858177,2952356.28222468,WASHINGTON ST,,"(42.34891635, -71.16084953)"
130177014,LARCRT,SkipFare,SkipFare,C6,177,03/26/2013 11:00:00 AM,Unarmed,No,No,Day,2013,3,Tuesday,Part Two,773244.95770476,2944483.01745944,MASSACHUSETTS AV,,"(42.32699635, -71.06703956)"
130180047,LARCIP,SkipFare,SkipFare,A1,114,03/27/2013 05:35:00 PM,Unarmed,No,No,First,2013,3,Wednesday,Part Two,777100.53529544,2954389.83557227,ATLANTIC AV,,"(42.35412634, -71.05258956)"
130181070,IVPER ,SkipFare,SkipFare,C11,337,03/28/2013 07:30:00 AM,Unarmed,No,No,Day,2013,3,Thursday,Part Two,771040.3827176,2937556.95946118,COLUMBIA RD,,"(42.30802135, -71.07531956)"
130182240,INVEST,SkipFare,SkipFare,A1,74,03/28/2013 12:00:00 PM,Unarmed,No,No,Day,2013,3,Thursday,Part Two,774546.06730727,2957359.0415761,NEW CHARDON ST,,"(42.36231028, -71.06198357)"
130191713,LARCIP,SkipFare,SkipFare,A1,124,04/01/2013 08:00:00 PM,Unarmed,No,No,First,2013,4,Monday,Part Two,774945.32897594,2952990.15923777,KNEELAND ST,,"(42.35031635, -71.06058956)"
130222218,LARCRT,SkipFare,SkipFare,D4,133,04/02/2013 09:00:00 AM,Unarmed,No,No,Day,2013,4,Tuesday,Part Two,771719.6549811,2953684.4032561,NEWBURY ST,,"(42.35226635, -71.07250956)"
130194510,IVPER ,SkipFare,SkipFare,B3,417,04/03/2013 03:35:00 AM,Unarmed,No,No,Last,2013,4,Wednesday,Part Two,769712.99921752,2928328.64753728,CAPEN ST,,"(42.28271636, -71.08039456)"
130199165,LARCRT,SkipFare,SkipFare,D14,778,04/04/2013 02:15:00 AM,Unarmed,No,No,Last,2013,4,Thursday,Part Two,750531.39650468,2952390.80479343,WASHINGTON ST,,"(42.34898135, -71.15091453)"
130199425,LARCIP,SkipFare,SkipFare,D4,619,04/05/2013 08:13:00 AM,Unarmed,No,No,Day,2013,4,Friday,Part Two,767296.13594102,2950579.59942636,WESTLAND AV,,"(42.34380635, -71.08892955)"
130202970,LARCIP,SkipFare,SkipFare,A1,89,04/06/2013 06:41:00 PM,Unarmed,No,No,First,2013,4,Saturday,Part Two,777271.94112061,2957956.15619552,NORTH ST,,"(42.36390992, -71.05188612)"
130207427,IVPER ,SkipFare,SkipFare,B2,0,04/08/2013 07:14:00 PM,Unarmed,No,No,First,2013,4,Monday,Part Two,768713.52779127,2945370.84967327,ZEIGLER ST,,"(42.32949449, -71.08378069)"
130207759,LARCIP,SkipFare,SkipFare,D4,128,04/08/2013 10:04:00 PM,Unarmed,No,No,First,2013,4,Monday,Part Two,771752.92558385,2952170.37019494,COLUMBUS AV,,"(42.34811134, -71.07241456)"
130214320,LARCRT,SkipFare,SkipFare,D14,803,04/11/2013 11:36:00 AM,Unarmed,No,No,Day,2013,4,Thursday,Part Two,754592.7404161,2954526.71587594,EMERY RD,,"(42.35479577, -71.13585676)"
130219040,LARCIP,SkipFare,SkipFare,E18,525,04/13/2013 08:52:00 PM,Unarmed,No,No,First,2013,4,Saturday,Part Two,757369.16038818,2913152.45840152,TRUMAN PY,,"(42.24122921, -71.12625579)"
130222592,INVEST,SkipFare,SkipFare,C11,357,04/15/2013 02:00:00 PM,Unarmed,No,No,Day,2013,4,Monday,Part Two,771958.5639521,2934396.68625419,GREENBRIER ST,,"(42.2993368, -71.07198379)"
130225653,IVPER ,SkipFare,SkipFare,D14,796,04/16/2013 11:30:00 PM,Unarmed,No,No,First,2013,4,Tuesday,Part Two,756794.81540827,2952961.99262744,COMMONWEALTH AV,,"(42.35047603, -71.12773519)"
130232187,LARCRT,SkipFare,SkipFare,A7,15,04/20/2013 12:30:00 AM,Unarmed,No,No,Last,2013,4,Saturday,Part Two,787291.44175085,2967670.68597902,MCCLELLAN HY,,"(42.39041615, -71.01460817)"
130233512,LARCRT,SkipFare,SkipFare,A7,15,04/20/2013 06:40:00 PM,Unarmed,No,No,First,2013,4,Saturday,Part Two,787291.44175085,2967670.68597902,MCCLELLAN HY,,"(42.39041615, -71.01460817)"
130233725,IVPER ,SkipFare,SkipFare,A1,112,04/20/2013 09:00:00 PM,Unarmed,No,No,First,2013,4,Saturday,Part Two,774824.95126393,2954057.31425568,AVENUE DE LAFAYETTE,,"(42.35324634, -71.06101456)"
130242399,LARCIP,SkipFare,SkipFare,B2,326,04/25/2013 02:15:00 AM,Unarmed,No,No,Last,2013,4,Thursday,Part Two,769869.06353794,2939489.89752443,BLUE HILL AV,,"(42.31334135, -71.07961456)"
130249652,LARCIP,SkipFare,SkipFare,A7,15,04/28/2013 06:10:00 AM,Unarmed,No,No,Last,2013,4,Sunday,Part Two,787291.44175085,2967670.68597902,MCCLELLAN HY,,"(42.39041615, -71.01460817)"
130256350,LARCRT,SkipFare,SkipFare,A1,125,04/29/2013 04:00:00 PM,Other,No,No,First,2013,4,Monday,Part Two,773157.64652769,2953163.2330386,STUART ST,,"(42.35081634, -71.06719956)"
130356594,LARCRT,SkipFare,SkipFare,E13,639,05/07/2013 08:00:00 AM,Unarmed,No,No,Day,2013,5,Tuesday,Part Two,761447.93963219,2939726.64278585,PARLEY AV,,"(42.31410067, -71.11074506)"
130271135,LARCIP,SkipFare,SkipFare,D4,152,05/07/2013 03:06:00 PM,Unarmed,No,No,Day,2013,5,Tuesday,Part Two,771858.24000577,2950576.52692594,TREMONT ST,,"(42.34373635, -71.07205456)"
130285191,REMOVE,SkipFare,SkipFare,A1,111,05/13/2013 03:39:00 PM,Other,No,No,Day,2013,5,Monday,Part Two,774333.04476743,2954047.49964277,AVERY ST,,"(42.35322634, -71.06283456)"
130293688,LARCRT,SkipFare,SkipFare,A7,26,05/17/2013 02:00:00 AM,Unarmed,No,No,Last,2013,5,Friday,Part Two,780373.84403751,2964179.43377519,BORDER ST,,"(42.38094134, -71.04028457)"
130295190,LARCIP,SkipFare,SkipFare,B2,260,05/17/2013 05:10:00 PM,Other,No,No,First,2013,5,Friday,Part Two,772274.64730943,2941216.44853327,WOODFORD ST,,"(42.31804621, -71.07068855)"
130296286,LARCIP,SkipFare,SkipFare,E18,480,05/18/2013 02:59:00 AM,Unarmed,No,No,Last,2013,5,Saturday,Part Two,765247.844505,2923491.278492,CUMMINS HY,REGIS RD,"(42.26950137, -71.09697956)"
130318751,LARCRT,SkipFare,SkipFare,A1,84,05/28/2013 12:21:00 PM,Unarmed,No,No,Day,2013,5,Tuesday,Part Two,776572.58457969,2957918.39117919,HANOVER ST,,"(42.36381634, -71.05447456)"
130331077,LARCRT,SkipFare,SkipFare,A1,101,05/29/2013 07:33:00 AM,Unarmed,No,No,Day,2013,5,Wednesday,Part Two,,,BROAD ST,,"(0E-8, 0E-8)"
130323389,IVPER ,SkipFare,SkipFare,A15,900,05/29/2013 09:30:00 PM,Unarmed,No,No,First,2013,5,Wednesday,Part Two,775231.989702,2963430.720852,WALFORD WY,MONUMENT ST,"(42.37896134, -71.05932957)"
130325877,LARCIP,SkipFare,SkipFare,D4,624,05/30/2013 08:49:00 PM,Unarmed,No,No,First,2013,5,Thursday,Part Two,765032.41573093,2952270.69446935,BROOKLINE AV,,"(42.3484764, -71.09727344)"
130396356,IVPER ,SkipFare,SkipFare,E5,559,05/31/2013 12:00:00 PM,Unarmed,No,No,Day,2013,5,Friday,Part Two,756052.54163035,2928700.97323619,WASHINGTON ST,,"(42.28391136, -71.13086954)"
130331165,LARCIP,SkipFare,SkipFare,D4,598,06/01/2013 10:14:00 PM,Unarmed,No,No,First,2013,6,Saturday,Part Two,768048.76829402,2951997.70288935,BOYLSTON ST,,"(42.34768768, -71.08612014)"
130340780,IVPER ,SkipFare,SkipFare,D4,172,06/03/2013 12:00:00 PM,Unarmed,No,No,Day,2013,6,Monday,Part Two,772783.21256527,2948093.96955511,ALBANY ST,,"(42.33691135, -71.06867956)"
130348940,LARCIP,SkipFare,SkipFare,D14,805,06/09/2013 12:26:00 AM,Unarmed,No,No,Last,2013,6,Sunday,Part Two,752677.42141211,2956668.95338935,WAVERLY ST,,"(42.36069635, -71.14290953)"
130353540,LARCIP,SkipFare,SkipFare,C11,247,06/10/2013 07:34:00 PM,Unarmed,No,No,First,2013,6,Monday,Part Two,775366.77006219,2939569.96396536,PLEASANT ST,,"(42.31348491, -71.05928702)"
130351533,LARCIP,SkipFare,SkipFare,C11,817,06/10/2013 11:51:00 PM,Unarmed,No,No,Last,2013,6,Monday,Part Two,773528.02439585,2930474.90472768,TALBOT AV,,"(42.28855345, -71.06625621)"
130355151,LARCIP,SkipFare,SkipFare,D14,783,06/11/2013 03:05:00 PM,Unarmed,No,No,Day,2013,6,Tuesday,Part Two,753314.46967868,2953650.52438685,CAMBRIDGE ST,,"(42.35240635, -71.14059953)"
130356122,IVPER ,SkipFare,SkipFare,B2,258,06/11/2013 11:55:00 PM,Unarmed,No,No,Last,2013,6,Tuesday,Part Two,773306.65279135,2940219.85702252,COLUMBIA RD,,"(42.3152972, -71.06689146)"
130369175,LARCRT,SkipFare,SkipFare,A7,15,06/17/2013 03:00:00 PM,Unarmed,No,No,Day,2013,6,Monday,Part Two,787291.44175085,2967670.68597902,MCCLELLAN HY,,"(42.39041615, -71.01460817)"
130376720,IVPER ,SkipFare,SkipFare,D4,623,06/20/2013 06:40:00 PM,Unarmed,No,No,First,2013,6,Thursday,Part Two,765030.326657,2952363.594848,BEACON ST,COMMONWEALTH AV,"(42.34873135, -71.09727955)"
130381760,LARCIP,SkipFare,SkipFare,A1,111,06/22/2013 09:14:00 PM,Unarmed,No,No,First,2013,6,Saturday,Part Two,774446.42643044,2954160.16050668,WASHINGTON ST,,"(42.35353389, -71.06241297)"
130397335,IVPER ,SkipFare,SkipFare,B2,282,06/29/2013 12:40:00 AM,Unarmed,No,No,Last,2013,6,Saturday,Part Two,768218.08094751,2945064.25547019,WASHINGTON ST,,"(42.3286598, -71.08561842)"
130398687,LARCIP,SkipFare,SkipFare,B3,447,06/29/2013 06:11:00 PM,Unarmed,No,No,First,2013,6,Saturday,Part Two,770707.49460385,2932959.91484952,SPENCER ST,,"(42.29541135, -71.07663456)"
130403695,LARCIP,SkipFare,SkipFare,C11,254,07/01/2013 07:24:00 PM,Unarmed,No,No,First,2013,7,Monday,Part Two,775805.07627219,2938628.89694986,DORCHESTER AV,,"(42.31089635, -71.05768456)"
130408574,LARCIP,SkipFare,SkipFare,D4,128,07/03/2013 06:34:00 PM,Unarmed,No,No,First,2013,7,Wednesday,Part Two,771520.13044577,2952232.97899361,STANHOPE ST,,"(42.34828634, -71.07327456)"
130414879,DISTRB,SkipFare,SkipFare,D4,284,07/05/2013 12:03:00 AM,Unarmed,No,No,Last,2013,7,Friday,Part Two,769192.68792219,2949460.91498394,MASSACHUSETTS AV,,"(42.34071135, -71.08193455)"
130416253,LARCRT,SkipFare,SkipFare,D14,814,07/05/2013 02:00:00 PM,Unarmed,No,No,Day,2013,7,Friday,Part Two,757197.80705635,2955728.05107169,CAMBRIDGE ST,,"(42.35806134, -71.12619954)"
130437928,ABIP  ,SkipFare,SkipFare,B2,320,07/15/2013 04:48:00 PM,Unarmed,No,No,First,2013,7,Monday,Part Two,768968.03745286,2938845.27414177,WARREN ST,,"(42.31158461, -71.08295747)"
130439193,IVPER ,SkipFare,SkipFare,B2,593,07/16/2013 04:57:00 AM,Unarmed,No,No,Last,2013,7,Tuesday,Part Two,761778.97965252,2948088.32455327,FRANCIS ST,,"(42.33704135, -71.10937955)"
130481274,LARCRT,SkipFare,SkipFare,D14,811,07/18/2013 08:40:00 AM,Unarmed,No,No,Day,2013,7,Thursday,Part Two,754958.14618136,2957626.67063402,WESTERN AV,,"(42.36329784, -71.13445575)"
130461823,LARCRT,SkipFare,SkipFare,A1,64,07/24/2013 02:50:00 PM,Unarmed,No,No,Day,2013,7,Wednesday,Part Two,772812.37425236,2957292.28252327,PARKMAN ST,,"(42.36215134, -71.06839956)"
130463765,LARCRT,SkipFare,SkipFare,B3,463,07/26/2013 01:26:00 AM,Unarmed,No,No,Last,2013,7,Friday,Part Two,767755.29447153,2933896.59637511,AMERICAN LEGION HY,,"(42.29802136, -71.08752955)"
130473060,LARCIP,SkipFare,SkipFare,C6,234,07/30/2013 12:10:00 AM,Unarmed,No,No,Last,2013,7,Tuesday,Part Two,781763.46888294,2946160.46456385,E 8TH ST,,"(42.33147635, -71.03550457)"
130477100,MISC  ,SkipFare,SkipFare,C6,186,07/30/2013 08:00:00 PM,Unarmed,No,No,First,2013,7,Tuesday,Part Two,774104.13282369,2943918.60389011,ALLSTATE RD,,"(42.32543556, -71.06387302)"
130479284,LARCRT,SkipFare,SkipFare,D4,155,08/01/2013 12:32:00 PM,Unarmed,No,No,Day,2013,8,Thursday,Part Two,769675.89856994,2949884.20219511,COLUMBUS AV,,"(42.34186635, -71.08013956)"
130485603,IVPER ,SkipFare,SkipFare,D14,778,08/03/2013 06:15:00 PM,Unarmed,No,No,First,2013,8,Saturday,Part Two,751157.61408427,2952603.02451335,CAMBRIDGE ST,,"(42.34955663, -71.14859474)"
130496423,IVPER ,SkipFare,SkipFare,C11,360,08/07/2013 09:56:00 PM,Unarmed,No,No,First,2013,8,Wednesday,Part Two,774133.98643852,2929795.75746393,DORCHESTER AV,,"(42.28668136, -71.06402956)"
130502748,LARCIP,SkipFare,SkipFare,E13,510,08/11/2013 03:39:00 AM,Other,No,No,Last,2013,8,Sunday,Part Two,760398.294315,2934714.943238,WASHINGTON ST,ASTICOU RD,"(42.30036136, -71.11470955)"
130504283,LARCIP,SkipFare,SkipFare,C6,914,08/11/2013 08:50:00 PM,Unarmed,No,No,First,2013,8,Sunday,Part Two,777148.18513453,2945047.97859985,OLD COLONY AV,,"(42.32849135, -71.05259456)"
130512001,LARCIP,SkipFare,SkipFare,D4,128,08/15/2013 12:19:00 AM,Unarmed,No,No,Last,2013,8,Thursday,Part Two,771376.55199277,2951753.0390086,COLUMBUS AV,,"(42.34697135, -71.07381456)"
130513316,LARCIP,SkipFare,SkipFare,B3,476,08/15/2013 03:54:00 PM,Unarmed,No,No,Day,2013,8,Thursday,Part Two,766128.34004826,2924626.97449444,BLUE HILL AV,,"(42.27260633, -71.09370646)"
130521880,IVPER ,SkipFare,SkipFare,D4,273,08/19/2013 02:36:00 AM,Unarmed,No,No,Last,2013,8,Monday,Part Two,770039.631597,2947398.780068,WASHINGTON ST,E LENOX ST,"(42.33504135, -71.07883956)"
130525274,LARCRT,SkipFare,SkipFare,D14,796,08/20/2013 02:48:00 PM,Unarmed,No,No,Day,2013,8,Tuesday,Part Two,755949.21834619,2953825.76944318,BRIGHTON AV,HARVARD AV,"(42.35285635, -71.13084954)"
130528535,LARCRT,SkipFare,SkipFare,D4,164,08/21/2013 04:00:00 PM,Unarmed,No,No,First,2013,8,Wednesday,Part Two,773238.44196978,2950293.77289827,WASHINGTON ST,,"(42.34294135, -71.06695456)"
130533212,LARCIP,SkipFare,SkipFare,C11,403,08/23/2013 07:15:00 PM,Unarmed,No,No,First,2013,8,Friday,Part Two,772612.3342981,2927031.17014535,WASHINGTON ST,,"(42.27911636, -71.06970456)"
130535965,LARCIP,SkipFare,SkipFare,D14,803,08/24/2013 10:25:00 PM,Unarmed,No,No,First,2013,8,Saturday,Part Two,754592.7404161,2954526.71587594,EMERY RD,,"(42.35479577, -71.13585676)"
130538232,LARCIP,SkipFare,SkipFare,B3,429,08/25/2013 11:23:00 PM,Unarmed,No,No,First,2013,8,Sunday,Part Two,768038.11969327,2928046.49094935,NORFOLK ST,,"(42.28196454, -71.08658896)"
130540354,LARCIP,SkipFare,SkipFare,A1,173,08/26/2013 08:01:00 PM,Unarmed,No,No,First,2013,8,Monday,Part Two,775782.24429686,2952936.17673419,SOUTH STREET,,"(42.35015634, -71.05749456)"
130542334,LARCRT,SkipFare,SkipFare,A7,15,08/27/2013 05:37:00 PM,Unarmed,No,No,First,2013,8,Tuesday,Part Two,787291.44175085,2967670.68597902,MCCLELLAN HY,,"(42.39041615, -71.01460817)"
130592963,LARCRT,SkipFare,SkipFare,D14,811,08/28/2013 12:40:00 PM,Unarmed,No,No,Day,2013,8,Wednesday,Part Two,750338.0816026,2952399.12498677,WASHINGTON ST,,"(42.34900635, -71.15162953)"
130547915,INVEST,SkipFare,SkipFare,A1,99,08/30/2013 01:45:00 AM,Unarmed,No,No,Last,2013,8,Friday,Part Two,776076.58360318,2956113.70285943,STATE ST,,"(42.35887134, -71.05634456)"
130570252,IVPER ,SkipFare,SkipFare,E5,687,09/08/2013 03:05:00 AM,Unarmed,No,No,Last,2013,9,Sunday,Part Two,752490.96476402,2929462.05373502,BELGRADE AV,,"(42.28604136, -71.14401954)"
130590114,LARCRT,SkipFare,SkipFare,D4,139,09/10/2013 08:41:00 PM,Unarmed,No,No,First,2013,9,Tuesday,Part Two,767236.546679,2952847.872603,MARLBOROUGH ST,MASSACHUSETTS AV,"(42.35003135, -71.08910956)"
130584755,LARCIP,SkipFare,SkipFare,E5,564,09/14/2013 03:17:00 AM,Unarmed,No,No,Last,2013,9,Saturday,Part Two,758817.40289852,2932200.62601377,WASHINGTON ST,,"(42.29348136, -71.12059454)"
130587008,LARCIP,SkipFare,SkipFare,D14,794,09/14/2013 10:00:00 PM,Unarmed,No,No,First,2013,9,Saturday,Part Two,755690.91505701,2953862.91733476,BRIGHTON AV,,"(42.35296135, -71.13180454)"
130597169,IVPER ,SkipFare,SkipFare,D14,784,09/19/2013 10:02:00 AM,Unarmed,No,No,Day,2013,9,Thursday,Part Two,752824.33155135,2952548.84319127,WARREN AV,,"(42.34938895, -71.14242987)"
130599927,DISTRB,SkipFare,SkipFare,A1,66,09/20/2013 11:50:00 AM,Unarmed,No,No,Day,2013,9,Friday,Part Two,772740.164824,2956606.790158,GROVE ST,PHILLIPS ST,"(42.36027135, -71.06867957)"
130600170,LARCIP,SkipFare,SkipFare,C6,191,09/20/2013 01:48:00 PM,Unarmed,No,No,Day,2013,9,Friday,Part Two,775966.33644835,2945336.99541026,DORCHESTER AV,,"(42.32930135, -71.05695956)"
130664924,LARCRT,SkipFare,SkipFare,E5,709,09/24/2013 02:00:00 PM,Unarmed,No,No,Day,2013,9,Tuesday,Part Two,748917.43647801,2927330.72696094,LAGRANGE ST,,"(42.28023301, -71.15725754)"
130614965,INVEST,SkipFare,SkipFare,B2,304,09/26/2013 05:50:00 PM,Unarmed,No,No,First,2013,9,Thursday,Part Two,764957.86109001,2942595.53895093,SLAYTON WY,,"(42.32192837, -71.09771804)"
130618527,LARCIP,SkipFare,SkipFare,C6,177,09/28/2013 03:50:00 AM,Unarmed,No,No,Last,2013,9,Saturday,Part Two,773244.95770476,2944483.01745944,MASSACHUSETTS AV,,"(42.32699635, -71.06703956)"
140028988,IVPER ,SkipFare,SkipFare,D14,816,09/28/2013 07:00:00 AM,Unarmed,No,No,Last,2013,9,Saturday,Part Two,755958.65730369,2955524.79721311,MANSFIELD ST,,"(42.35751842, -71.13078741)"
130634000,LARCRT,SkipFare,SkipFare,D4,137,10/04/2013 08:00:00 PM,Unarmed,No,No,First,2013,10,Friday,Part Two,768850.06557594,2952629.75838377,NEWBURY ST,,"(42.34941135, -71.08314456)"
130637119,IVPER ,SkipFare,SkipFare,B3,465,10/06/2013 02:45:00 AM,Unarmed,No,No,Last,2013,10,Sunday,Part Two,766751.59109835,2929095.95538585,BLUE HILL AV,,"(42.28486136, -71.09132455)"
130647939,LARCIP,SkipFare,SkipFare,B3,476,10/10/2013 07:38:00 PM,Unarmed,No,No,First,2013,10,Thursday,Part Two,766115.13502219,2923530.01179336,BLUE HILL AV,,"(42.26959636, -71.09377455)"
130658779,ABRPT ,SkipFare,SkipFare,B2,328,10/15/2013 07:43:00 PM,Unarmed,No,No,First,2013,10,Tuesday,Part Two,771439.87896585,2937996.26173219,COLUMBIA RD,,"(42.30922135, -71.07383456)"
